"","Direction","adj.Pval","nGenes","Pathways","Genes"
"1","Down regulated",1.6076559856533e-98,282,"Translation","GOHIR.A01G048100 GOHIR.A01G086000 GOHIR.A01G098400 GOHIR.A01G137669 GOHIR.A01G194700 GOHIR.A01G198200 GOHIR.A01G198300 GOHIR.A01G217100 GOHIR.A01G217800 GOHIR.A01G224400 GOHIR.A01G229300 GOHIR.A02G033801 GOHIR.A02G033802 GOHIR.A02G035600 GOHIR.A02G040100 GOHIR.A02G058500 GOHIR.A02G062700 GOHIR.A02G090700 GOHIR.A02G094600 GOHIR.A02G143100 GOHIR.A02G151900 GOHIR.A03G000043 GOHIR.A03G038300 GOHIR.A03G039000 GOHIR.A03G069400 GOHIR.A03G094200 GOHIR.A03G183800 GOHIR.A03G217200 GOHIR.A03G217800 GOHIR.A04G068900 GOHIR.A04G095042 GOHIR.A04G109416 GOHIR.A05G027900 GOHIR.A05G030500 GOHIR.A05G048500 GOHIR.A05G051700 GOHIR.A05G098100 GOHIR.A05G101100 GOHIR.A05G131100 GOHIR.A05G151300 GOHIR.A05G223400 GOHIR.A05G246900 GOHIR.A05G270800 GOHIR.A05G270850 GOHIR.A05G287800 GOHIR.A05G385900 GOHIR.A06G050800 GOHIR.A06G070600 GOHIR.A06G095100 GOHIR.A06G179500 GOHIR.A06G183700 GOHIR.A06G190300 GOHIR.A07G056300 GOHIR.A07G066600 GOHIR.A07G081300 GOHIR.A07G083800 GOHIR.A07G090900 GOHIR.A07G095500 GOHIR.A07G095900 GOHIR.A07G142500 GOHIR.A07G146100 GOHIR.A07G157700 GOHIR.A07G161400 GOHIR.A07G165000 GOHIR.A07G165100 GOHIR.A07G184200 GOHIR.A07G194900 GOHIR.A07G197300 GOHIR.A08G031000 GOHIR.A08G039601 GOHIR.A08G042200 GOHIR.A08G051000 GOHIR.A08G077100 GOHIR.A08G081800 GOHIR.A08G140200 GOHIR.A08G152100 GOHIR.A08G196400 GOHIR.A08G198100 GOHIR.A08G214200 GOHIR.A08G244400 GOHIR.A08G251100 GOHIR.A09G058700 GOHIR.A09G077600 GOHIR.A09G078600 GOHIR.A09G113800 GOHIR.A09G129100 GOHIR.A09G131200 GOHIR.A09G167100 GOHIR.A09G176900 GOHIR.A09G177100 GOHIR.A09G178200 GOHIR.A09G178300 GOHIR.A09G204900 GOHIR.A09G213602 GOHIR.A09G228900 GOHIR.A09G246500 GOHIR.A10G001800 GOHIR.A10G039800 GOHIR.A10G062300 GOHIR.A10G098000 GOHIR.A10G108900 GOHIR.A10G123400 GOHIR.A10G145400 GOHIR.A10G178500 GOHIR.A10G210300 GOHIR.A10G213000 GOHIR.A11G005300 GOHIR.A11G007800 GOHIR.A11G027100 GOHIR.A11G032800 GOHIR.A11G039900 GOHIR.A11G041600 GOHIR.A11G053100 GOHIR.A11G113800 GOHIR.A11G114400 GOHIR.A11G133100 GOHIR.A11G141400 GOHIR.A11G176400 GOHIR.A11G181200 GOHIR.A11G265700 GOHIR.A11G268600 GOHIR.A11G294900 GOHIR.A11G314000 GOHIR.A11G325300 GOHIR.A12G089000 GOHIR.A12G133600 GOHIR.A12G165200 GOHIR.A12G212200 GOHIR.A12G215733 GOHIR.A12G215800 GOHIR.A12G256600 GOHIR.A13G041800 GOHIR.A13G060300 GOHIR.A13G068300 GOHIR.A13G105100 GOHIR.A13G135500 GOHIR.A13G158200 GOHIR.A13G174820 GOHIR.A13G185400 GOHIR.A13G194100 GOHIR.A13G194200 GOHIR.A13G228600 GOHIR.D01G007400 GOHIR.D01G072300 GOHIR.D01G083000 GOHIR.D01G123300 GOHIR.D01G154600 GOHIR.D01G167600 GOHIR.D01G188400 GOHIR.D01G188500 GOHIR.D01G213700 GOHIR.D01G219200 GOHIR.D02G005000 GOHIR.D02G008600 GOHIR.D02G042300 GOHIR.D02G046200 GOHIR.D02G048000 GOHIR.D02G064300 GOHIR.D02G068300 GOHIR.D02G109800 GOHIR.D02G205300 GOHIR.D03G006000 GOHIR.D03G088900 GOHIR.D03G095000 GOHIR.D03G130100 GOHIR.D03G130600 GOHIR.D03G175300 GOHIR.D04G147600 GOHIR.D05G029700 GOHIR.D05G050400 GOHIR.D05G053200 GOHIR.D05G097700 GOHIR.D05G098200 GOHIR.D05G130400 GOHIR.D05G153700 GOHIR.D05G176000 GOHIR.D05G248400 GOHIR.D05G272800 GOHIR.D05G282200 GOHIR.D05G297700 GOHIR.D06G049900 GOHIR.D06G054400 GOHIR.D06G069200 GOHIR.D06G149300 GOHIR.D06G198700 GOHIR.D07G028600 GOHIR.D07G060500 GOHIR.D07G065600 GOHIR.D07G071100 GOHIR.D07G074400 GOHIR.D07G086950 GOHIR.D07G089900 GOHIR.D07G095600 GOHIR.D07G095700 GOHIR.D07G099800 GOHIR.D07G100300 GOHIR.D07G148400 GOHIR.D07G152200 GOHIR.D07G157700 GOHIR.D07G166000 GOHIR.D07G177000 GOHIR.D07G191000 GOHIR.D08G016200 GOHIR.D08G042100 GOHIR.D08G049700 GOHIR.D08G052000 GOHIR.D08G057400 GOHIR.D08G058500 GOHIR.D08G086700 GOHIR.D08G091100 GOHIR.D08G120900 GOHIR.D08G181900 GOHIR.D08G213500 GOHIR.D08G224600 GOHIR.D08G231200 GOHIR.D08G240100 GOHIR.D08G258100 GOHIR.D08G272600 GOHIR.D09G056100 GOHIR.D09G079100 GOHIR.D09G110400 GOHIR.D09G125300 GOHIR.D09G127000 GOHIR.D09G127266 GOHIR.D09G127400 GOHIR.D09G163000 GOHIR.D09G172700 GOHIR.D09G173800 GOHIR.D09G173900 GOHIR.D09G198600 GOHIR.D09G205900 GOHIR.D09G230000 GOHIR.D09G247300 GOHIR.D10G001900 GOHIR.D10G040600 GOHIR.D10G040700 GOHIR.D10G043500 GOHIR.D10G064000 GOHIR.D10G090166 GOHIR.D10G098400 GOHIR.D10G121600 GOHIR.D10G142400 GOHIR.D10G150500 GOHIR.D10G152300 GOHIR.D10G158900 GOHIR.D10G164900 GOHIR.D10G185100 GOHIR.D10G218600 GOHIR.D10G220900 GOHIR.D11G004600 GOHIR.D11G006900 GOHIR.D11G026300 GOHIR.D11G043200 GOHIR.D11G052100 GOHIR.D11G056600 GOHIR.D11G111600 GOHIR.D11G118000 GOHIR.D11G119500 GOHIR.D11G139200 GOHIR.D11G147700 GOHIR.D11G162100 GOHIR.D11G164000 GOHIR.D11G309600 GOHIR.D11G331200 GOHIR.D11G344300 GOHIR.D12G003600 GOHIR.D12G089400 GOHIR.D12G137100 GOHIR.D12G218400 GOHIR.D12G257900 GOHIR.D12G264600 GOHIR.D13G040500 GOHIR.D13G096200 GOHIR.D13G108300 GOHIR.D13G129600 GOHIR.D13G162900 GOHIR.D13G180650 GOHIR.D13G191000 GOHIR.D13G191900 GOHIR.D13G199900 GOHIR.D13G200000 GOHIR.D13G208300"
"2","Down regulated",1.6076559856533e-98,272,"Ribosome","GOHIR.A01G048100 GOHIR.A01G086000 GOHIR.A01G098400 GOHIR.A01G137669 GOHIR.A01G194700 GOHIR.A01G198300 GOHIR.A01G217100 GOHIR.A01G217800 GOHIR.A01G224400 GOHIR.A01G229300 GOHIR.A02G033801 GOHIR.A02G033802 GOHIR.A02G035600 GOHIR.A02G040100 GOHIR.A02G058500 GOHIR.A02G062700 GOHIR.A02G090700 GOHIR.A02G094600 GOHIR.A02G143100 GOHIR.A03G000043 GOHIR.A03G038300 GOHIR.A03G039000 GOHIR.A03G069400 GOHIR.A03G094200 GOHIR.A03G183800 GOHIR.A03G217200 GOHIR.A04G068900 GOHIR.A04G095042 GOHIR.A05G027900 GOHIR.A05G030500 GOHIR.A05G048500 GOHIR.A05G051700 GOHIR.A05G098100 GOHIR.A05G101100 GOHIR.A05G131100 GOHIR.A05G151300 GOHIR.A05G223400 GOHIR.A05G246900 GOHIR.A05G270800 GOHIR.A05G270850 GOHIR.A05G287800 GOHIR.A05G385900 GOHIR.A06G050800 GOHIR.A06G070600 GOHIR.A06G095100 GOHIR.A06G126800 GOHIR.A06G179500 GOHIR.A06G183700 GOHIR.A06G190300 GOHIR.A07G056300 GOHIR.A07G066600 GOHIR.A07G081300 GOHIR.A07G083800 GOHIR.A07G090900 GOHIR.A07G095500 GOHIR.A07G095900 GOHIR.A07G142500 GOHIR.A07G146100 GOHIR.A07G157700 GOHIR.A07G161400 GOHIR.A07G165000 GOHIR.A07G165100 GOHIR.A07G184200 GOHIR.A07G194900 GOHIR.A07G197300 GOHIR.A08G031000 GOHIR.A08G039601 GOHIR.A08G042200 GOHIR.A08G051000 GOHIR.A08G077100 GOHIR.A08G081800 GOHIR.A08G140200 GOHIR.A08G152100 GOHIR.A08G196400 GOHIR.A08G198100 GOHIR.A08G214200 GOHIR.A08G244400 GOHIR.A08G251100 GOHIR.A09G058700 GOHIR.A09G077600 GOHIR.A09G078600 GOHIR.A09G113800 GOHIR.A09G129100 GOHIR.A09G167100 GOHIR.A09G176900 GOHIR.A09G177100 GOHIR.A09G178200 GOHIR.A09G178300 GOHIR.A09G204900 GOHIR.A09G213602 GOHIR.A09G228900 GOHIR.A09G246500 GOHIR.A10G001800 GOHIR.A10G039800 GOHIR.A10G062300 GOHIR.A10G098000 GOHIR.A10G108900 GOHIR.A10G123400 GOHIR.A10G145400 GOHIR.A10G178500 GOHIR.A10G210300 GOHIR.A10G213000 GOHIR.A11G005300 GOHIR.A11G007800 GOHIR.A11G027100 GOHIR.A11G032800 GOHIR.A11G039900 GOHIR.A11G041600 GOHIR.A11G053100 GOHIR.A11G113800 GOHIR.A11G114400 GOHIR.A11G133100 GOHIR.A11G141400 GOHIR.A11G176400 GOHIR.A11G265700 GOHIR.A11G268600 GOHIR.A11G294900 GOHIR.A11G314000 GOHIR.A11G325300 GOHIR.A12G089000 GOHIR.A12G133600 GOHIR.A12G165200 GOHIR.A12G212200 GOHIR.A12G215733 GOHIR.A12G215800 GOHIR.A12G256600 GOHIR.A13G041800 GOHIR.A13G060300 GOHIR.A13G068300 GOHIR.A13G105100 GOHIR.A13G135500 GOHIR.A13G158200 GOHIR.A13G174820 GOHIR.A13G185400 GOHIR.A13G194100 GOHIR.A13G194200 GOHIR.A13G228600 GOHIR.D01G007400 GOHIR.D01G072300 GOHIR.D01G083000 GOHIR.D01G154600 GOHIR.D01G167600 GOHIR.D01G188500 GOHIR.D01G213700 GOHIR.D01G219200 GOHIR.D02G005000 GOHIR.D02G008600 GOHIR.D02G042300 GOHIR.D02G046200 GOHIR.D02G048000 GOHIR.D02G064300 GOHIR.D02G068300 GOHIR.D02G109800 GOHIR.D02G205300 GOHIR.D03G006000 GOHIR.D03G088900 GOHIR.D03G095000 GOHIR.D03G130100 GOHIR.D03G130600 GOHIR.D03G175300 GOHIR.D04G147600 GOHIR.D05G029700 GOHIR.D05G050400 GOHIR.D05G053200 GOHIR.D05G097700 GOHIR.D05G098200 GOHIR.D05G130400 GOHIR.D05G153700 GOHIR.D05G176000 GOHIR.D05G248400 GOHIR.D05G272800 GOHIR.D05G282200 GOHIR.D05G297700 GOHIR.D06G049900 GOHIR.D06G054400 GOHIR.D06G069200 GOHIR.D06G131700 GOHIR.D06G149300 GOHIR.D06G198700 GOHIR.D07G028600 GOHIR.D07G060500 GOHIR.D07G065600 GOHIR.D07G071100 GOHIR.D07G074400 GOHIR.D07G086950 GOHIR.D07G089900 GOHIR.D07G095600 GOHIR.D07G095700 GOHIR.D07G099800 GOHIR.D07G100300 GOHIR.D07G148400 GOHIR.D07G152200 GOHIR.D07G157700 GOHIR.D07G166000 GOHIR.D07G177000 GOHIR.D07G191000 GOHIR.D08G016200 GOHIR.D08G042100 GOHIR.D08G049700 GOHIR.D08G052000 GOHIR.D08G057400 GOHIR.D08G058500 GOHIR.D08G086700 GOHIR.D08G091100 GOHIR.D08G120900 GOHIR.D08G181900 GOHIR.D08G213500 GOHIR.D08G224600 GOHIR.D08G231200 GOHIR.D08G240100 GOHIR.D08G258100 GOHIR.D08G272600 GOHIR.D09G056100 GOHIR.D09G079100 GOHIR.D09G110400 GOHIR.D09G125300 GOHIR.D09G127000 GOHIR.D09G163000 GOHIR.D09G172700 GOHIR.D09G173800 GOHIR.D09G173900 GOHIR.D09G198600 GOHIR.D09G205900 GOHIR.D09G230000 GOHIR.D09G247300 GOHIR.D10G001900 GOHIR.D10G040600 GOHIR.D10G040700 GOHIR.D10G043500 GOHIR.D10G064000 GOHIR.D10G090166 GOHIR.D10G121600 GOHIR.D10G142400 GOHIR.D10G150500 GOHIR.D10G152300 GOHIR.D10G158900 GOHIR.D10G164900 GOHIR.D10G185100 GOHIR.D10G218600 GOHIR.D10G220900 GOHIR.D11G004600 GOHIR.D11G006900 GOHIR.D11G026300 GOHIR.D11G043200 GOHIR.D11G056600 GOHIR.D11G111600 GOHIR.D11G118000 GOHIR.D11G119500 GOHIR.D11G139200 GOHIR.D11G147700 GOHIR.D11G162100 GOHIR.D11G164000 GOHIR.D11G309600 GOHIR.D11G331200 GOHIR.D11G344300 GOHIR.D12G003600 GOHIR.D12G089400 GOHIR.D12G137100 GOHIR.D12G218400 GOHIR.D12G257900 GOHIR.D12G264600 GOHIR.D13G040500 GOHIR.D13G096200 GOHIR.D13G108300 GOHIR.D13G129600 GOHIR.D13G162900 GOHIR.D13G180650 GOHIR.D13G191000 GOHIR.D13G191900 GOHIR.D13G199900 GOHIR.D13G200000 GOHIR.D13G208300"
"3","Down regulated",1.6076559856533e-98,276,"Structural constituent of ribosome","GOHIR.A01G048100 GOHIR.A01G086000 GOHIR.A01G098400 GOHIR.A01G137669 GOHIR.A01G194700 GOHIR.A01G198300 GOHIR.A01G217100 GOHIR.A01G217800 GOHIR.A01G224400 GOHIR.A01G229300 GOHIR.A02G033801 GOHIR.A02G033802 GOHIR.A02G035600 GOHIR.A02G040100 GOHIR.A02G058500 GOHIR.A02G062700 GOHIR.A02G090700 GOHIR.A02G094600 GOHIR.A02G143100 GOHIR.A02G151900 GOHIR.A03G000043 GOHIR.A03G038300 GOHIR.A03G039000 GOHIR.A03G069400 GOHIR.A03G094200 GOHIR.A03G183800 GOHIR.A03G217200 GOHIR.A03G217800 GOHIR.A04G068900 GOHIR.A04G095042 GOHIR.A04G109416 GOHIR.A05G027900 GOHIR.A05G030500 GOHIR.A05G048500 GOHIR.A05G051700 GOHIR.A05G098100 GOHIR.A05G101100 GOHIR.A05G131100 GOHIR.A05G151300 GOHIR.A05G223400 GOHIR.A05G246900 GOHIR.A05G270800 GOHIR.A05G270850 GOHIR.A05G287800 GOHIR.A05G385900 GOHIR.A06G050800 GOHIR.A06G070600 GOHIR.A06G095100 GOHIR.A06G179500 GOHIR.A06G183700 GOHIR.A06G190300 GOHIR.A07G056300 GOHIR.A07G066600 GOHIR.A07G081300 GOHIR.A07G083800 GOHIR.A07G090900 GOHIR.A07G095500 GOHIR.A07G095900 GOHIR.A07G142500 GOHIR.A07G146100 GOHIR.A07G157700 GOHIR.A07G161400 GOHIR.A07G165000 GOHIR.A07G165100 GOHIR.A07G184200 GOHIR.A07G194900 GOHIR.A07G197300 GOHIR.A08G031000 GOHIR.A08G039601 GOHIR.A08G042200 GOHIR.A08G051000 GOHIR.A08G077100 GOHIR.A08G081800 GOHIR.A08G140200 GOHIR.A08G152100 GOHIR.A08G196400 GOHIR.A08G198100 GOHIR.A08G214200 GOHIR.A08G244400 GOHIR.A08G251100 GOHIR.A09G058700 GOHIR.A09G077600 GOHIR.A09G078600 GOHIR.A09G113800 GOHIR.A09G129100 GOHIR.A09G167100 GOHIR.A09G176900 GOHIR.A09G177100 GOHIR.A09G178200 GOHIR.A09G178300 GOHIR.A09G204900 GOHIR.A09G213602 GOHIR.A09G228900 GOHIR.A09G246500 GOHIR.A10G001800 GOHIR.A10G039800 GOHIR.A10G062300 GOHIR.A10G098000 GOHIR.A10G108900 GOHIR.A10G123400 GOHIR.A10G145400 GOHIR.A10G178500 GOHIR.A10G210300 GOHIR.A10G213000 GOHIR.A11G005300 GOHIR.A11G007800 GOHIR.A11G027100 GOHIR.A11G032800 GOHIR.A11G039900 GOHIR.A11G041600 GOHIR.A11G053100 GOHIR.A11G113800 GOHIR.A11G114400 GOHIR.A11G133100 GOHIR.A11G141400 GOHIR.A11G176400 GOHIR.A11G181200 GOHIR.A11G265700 GOHIR.A11G268600 GOHIR.A11G294900 GOHIR.A11G314000 GOHIR.A11G325300 GOHIR.A12G089000 GOHIR.A12G133600 GOHIR.A12G165200 GOHIR.A12G212200 GOHIR.A12G215733 GOHIR.A12G215800 GOHIR.A12G256600 GOHIR.A13G041800 GOHIR.A13G060300 GOHIR.A13G068300 GOHIR.A13G105100 GOHIR.A13G135500 GOHIR.A13G158200 GOHIR.A13G174820 GOHIR.A13G185400 GOHIR.A13G194100 GOHIR.A13G194200 GOHIR.A13G228600 GOHIR.D01G007400 GOHIR.D01G072300 GOHIR.D01G083000 GOHIR.D01G154600 GOHIR.D01G167600 GOHIR.D01G188500 GOHIR.D01G213700 GOHIR.D01G219200 GOHIR.D02G005000 GOHIR.D02G008600 GOHIR.D02G042300 GOHIR.D02G046200 GOHIR.D02G048000 GOHIR.D02G064300 GOHIR.D02G068300 GOHIR.D02G109800 GOHIR.D02G205300 GOHIR.D03G006000 GOHIR.D03G088900 GOHIR.D03G095000 GOHIR.D03G130100 GOHIR.D03G130600 GOHIR.D03G175300 GOHIR.D04G147600 GOHIR.D05G029700 GOHIR.D05G050400 GOHIR.D05G053200 GOHIR.D05G097700 GOHIR.D05G098200 GOHIR.D05G130400 GOHIR.D05G153700 GOHIR.D05G176000 GOHIR.D05G248400 GOHIR.D05G272800 GOHIR.D05G282200 GOHIR.D05G297700 GOHIR.D06G049900 GOHIR.D06G054400 GOHIR.D06G069200 GOHIR.D06G149300 GOHIR.D06G198700 GOHIR.D07G028600 GOHIR.D07G060500 GOHIR.D07G065600 GOHIR.D07G071100 GOHIR.D07G074400 GOHIR.D07G086950 GOHIR.D07G089900 GOHIR.D07G095600 GOHIR.D07G095700 GOHIR.D07G099800 GOHIR.D07G100300 GOHIR.D07G148400 GOHIR.D07G152200 GOHIR.D07G157700 GOHIR.D07G166000 GOHIR.D07G177000 GOHIR.D07G191000 GOHIR.D08G016200 GOHIR.D08G042100 GOHIR.D08G049700 GOHIR.D08G052000 GOHIR.D08G057400 GOHIR.D08G058500 GOHIR.D08G086700 GOHIR.D08G091100 GOHIR.D08G120900 GOHIR.D08G181900 GOHIR.D08G213500 GOHIR.D08G224600 GOHIR.D08G231200 GOHIR.D08G240100 GOHIR.D08G258100 GOHIR.D08G272600 GOHIR.D09G056100 GOHIR.D09G079100 GOHIR.D09G110400 GOHIR.D09G125300 GOHIR.D09G127000 GOHIR.D09G163000 GOHIR.D09G172700 GOHIR.D09G173800 GOHIR.D09G173900 GOHIR.D09G198600 GOHIR.D09G205900 GOHIR.D09G230000 GOHIR.D09G247300 GOHIR.D10G001900 GOHIR.D10G040600 GOHIR.D10G040700 GOHIR.D10G043500 GOHIR.D10G064000 GOHIR.D10G090166 GOHIR.D10G098400 GOHIR.D10G121600 GOHIR.D10G142400 GOHIR.D10G150500 GOHIR.D10G152300 GOHIR.D10G158900 GOHIR.D10G164900 GOHIR.D10G185100 GOHIR.D10G218600 GOHIR.D10G220900 GOHIR.D11G004600 GOHIR.D11G006900 GOHIR.D11G026300 GOHIR.D11G043200 GOHIR.D11G052100 GOHIR.D11G056600 GOHIR.D11G111600 GOHIR.D11G118000 GOHIR.D11G119500 GOHIR.D11G139200 GOHIR.D11G147700 GOHIR.D11G162100 GOHIR.D11G164000 GOHIR.D11G309600 GOHIR.D11G331200 GOHIR.D11G344300 GOHIR.D12G003600 GOHIR.D12G089400 GOHIR.D12G137100 GOHIR.D12G218400 GOHIR.D12G257900 GOHIR.D12G264600 GOHIR.D13G040500 GOHIR.D13G096200 GOHIR.D13G108300 GOHIR.D13G129600 GOHIR.D13G162900 GOHIR.D13G180650 GOHIR.D13G191000 GOHIR.D13G191900 GOHIR.D13G199900 GOHIR.D13G200000 GOHIR.D13G208300"
"4","Down regulated",2.81178183596048e-49,191,"Intracellular","GOHIR.1Z049324 GOHIR.A01G086000 GOHIR.A01G137669 GOHIR.A01G194700 GOHIR.A01G198300 GOHIR.A01G217100 GOHIR.A01G224400 GOHIR.A01G229300 GOHIR.A02G033801 GOHIR.A02G033802 GOHIR.A02G040100 GOHIR.A02G058500 GOHIR.A02G062700 GOHIR.A02G090700 GOHIR.A03G183800 GOHIR.A04G095042 GOHIR.A05G027900 GOHIR.A05G030500 GOHIR.A05G048500 GOHIR.A05G051700 GOHIR.A05G101100 GOHIR.A05G131100 GOHIR.A05G151300 GOHIR.A05G270800 GOHIR.A05G270850 GOHIR.A05G287800 GOHIR.A05G316000 GOHIR.A05G385900 GOHIR.A06G050800 GOHIR.A06G070600 GOHIR.A06G095100 GOHIR.A06G179500 GOHIR.A06G183700 GOHIR.A06G190300 GOHIR.A07G056300 GOHIR.A07G066600 GOHIR.A07G081300 GOHIR.A07G083800 GOHIR.A07G090900 GOHIR.A07G142500 GOHIR.A07G146100 GOHIR.A07G157700 GOHIR.A07G161400 GOHIR.A07G165000 GOHIR.A07G165100 GOHIR.A07G184200 GOHIR.A07G194900 GOHIR.A08G031000 GOHIR.A08G042200 GOHIR.A08G051000 GOHIR.A08G077100 GOHIR.A08G081800 GOHIR.A08G140200 GOHIR.A08G152100 GOHIR.A08G196400 GOHIR.A08G214200 GOHIR.A08G244400 GOHIR.A08G251100 GOHIR.A09G058700 GOHIR.A09G078600 GOHIR.A09G167100 GOHIR.A09G176900 GOHIR.A09G177100 GOHIR.A09G178300 GOHIR.A09G213602 GOHIR.A09G228900 GOHIR.A10G001800 GOHIR.A10G062300 GOHIR.A10G098000 GOHIR.A10G145400 GOHIR.A10G178500 GOHIR.A10G210300 GOHIR.A11G005300 GOHIR.A11G030431 GOHIR.A11G041600 GOHIR.A11G053100 GOHIR.A11G113800 GOHIR.A11G114400 GOHIR.A11G141400 GOHIR.A11G176400 GOHIR.A11G265700 GOHIR.A11G268600 GOHIR.A11G294900 GOHIR.A11G314000 GOHIR.A12G133600 GOHIR.A12G165200 GOHIR.A12G212200 GOHIR.A12G256600 GOHIR.A13G035800 GOHIR.A13G060300 GOHIR.A13G068300 GOHIR.A13G105100 GOHIR.A13G135500 GOHIR.A13G174820 GOHIR.A13G185400 GOHIR.A13G194100 GOHIR.A13G194200 GOHIR.D01G072300 GOHIR.D01G167600 GOHIR.D01G188500 GOHIR.D01G213700 GOHIR.D01G219200 GOHIR.D02G005000 GOHIR.D02G008600 GOHIR.D02G046200 GOHIR.D02G064300 GOHIR.D02G068300 GOHIR.D02G109800 GOHIR.D02G205300 GOHIR.D03G006000 GOHIR.D03G130600 GOHIR.D04G067000 GOHIR.D04G147600 GOHIR.D05G003500 GOHIR.D05G029700 GOHIR.D05G050400 GOHIR.D05G053200 GOHIR.D05G130400 GOHIR.D05G153700 GOHIR.D05G272800 GOHIR.D05G297700 GOHIR.D06G049900 GOHIR.D06G054400 GOHIR.D06G069200 GOHIR.D06G149300 GOHIR.D06G198700 GOHIR.D07G028600 GOHIR.D07G060500 GOHIR.D07G065600 GOHIR.D07G071100 GOHIR.D07G086950 GOHIR.D07G089900 GOHIR.D07G095600 GOHIR.D07G095700 GOHIR.D07G148400 GOHIR.D07G152200 GOHIR.D07G166000 GOHIR.D07G177000 GOHIR.D07G191000 GOHIR.D08G042100 GOHIR.D08G052000 GOHIR.D08G058500 GOHIR.D08G086700 GOHIR.D08G091100 GOHIR.D08G181900 GOHIR.D08G213500 GOHIR.D08G231200 GOHIR.D08G240100 GOHIR.D08G258100 GOHIR.D08G272600 GOHIR.D09G008200 GOHIR.D09G056100 GOHIR.D09G079100 GOHIR.D09G125300 GOHIR.D09G127000 GOHIR.D09G163000 GOHIR.D09G172700 GOHIR.D09G173900 GOHIR.D09G205900 GOHIR.D09G230000 GOHIR.D10G001900 GOHIR.D10G064000 GOHIR.D10G088600 GOHIR.D10G090166 GOHIR.D10G121600 GOHIR.D10G150500 GOHIR.D10G164900 GOHIR.D10G185100 GOHIR.D10G218600 GOHIR.D11G004600 GOHIR.D11G033700 GOHIR.D11G056600 GOHIR.D11G118000 GOHIR.D11G119500 GOHIR.D11G147700 GOHIR.D11G162100 GOHIR.D11G309600 GOHIR.D11G331200 GOHIR.D12G003600 GOHIR.D12G137100 GOHIR.D12G257900 GOHIR.D12G264600 GOHIR.D13G017100 GOHIR.D13G082900 GOHIR.D13G108300 GOHIR.D13G180650 GOHIR.D13G191000 GOHIR.D13G191900 GOHIR.D13G199900 GOHIR.D13G200000 GOHIR.D13G208300"
"5","Down regulated",1.61532841223195e-13,42,"Microtubule-based movement","GOHIR.A01G192600 GOHIR.A01G205200 GOHIR.A02G080300 GOHIR.A02G086900 GOHIR.A03G036500 GOHIR.A03G074500 GOHIR.A04G022500 GOHIR.A04G079500 GOHIR.A05G167600 GOHIR.A05G188300 GOHIR.A05G219500 GOHIR.A05G411200 GOHIR.A07G066700 GOHIR.A10G080500 GOHIR.A10G131200 GOHIR.A11G271000 GOHIR.A12G060650 GOHIR.A12G085600 GOHIR.A12G267100 GOHIR.A13G031200 GOHIR.A13G189100 GOHIR.D01G177200 GOHIR.D02G088200 GOHIR.D03G063300 GOHIR.D03G101000 GOHIR.D04G004800 GOHIR.D05G099400 GOHIR.D05G170600 GOHIR.D05G222000 GOHIR.D06G022400 GOHIR.D06G031500 GOHIR.D07G071300 GOHIR.D10G070800 GOHIR.D10G135500 GOHIR.D11G181800 GOHIR.D11G185200 GOHIR.D11G201800 GOHIR.D11G311300 GOHIR.D12G060800 GOHIR.D12G083700 GOHIR.D12G267600 GOHIR.D13G029200"
